,Company site,Traded on,Revenue,Operating income,Net income,Total assets,Total equity
344,http://toasttab.com,NYSE,US$2.473 billion,US$−228 million,US$−0.174 billion,US$1.741 billion,US$1.1 billion
345,http://www.autodesk.com,Nasdaq,US$4.39 billion,US$617.6 million,US$497.0 million,US$8.61 billion,US$849.1 million
346,http://www.aflac.com,NYSE,US$22.106 Billion,US$5.322 Billion,US$4.325 Billion,US$157.542 Billion,US$33.253 Billion
348,https://www.amphenol.com,NYSE,US$8.598 Billion,US$1.638 Billion,US$1.203 Billion,US$12.327 Billion,US$5.451 Billion
349,https://www.discover.com,NYSE,US$12.95 billion,US$1.44 billion,US$1.14 billion,US$112.89 billion,US$10.88 billion
350,https://www.oxy.com,NYSE,US$26.314 Billion,US$2.790 Billion,US$2.332 Billion,US$75.036 Billion,US$20.327 Billion
351,http://www.microfocus.com,LSE,US$2.899.9 million,,,,
352,https://www.synopsys.com,Nasdaq,US$5.08 billion,US$1.16 billion,US$978 million,US$9.42 billion,US$5.52 billion
353,https://www.fisglobal.com,NYSE,US$13.88 billion,US$1.06 billion,US$417 million,US$82.93 billion,US$47.35 billion
354,http://royalmail.com,LSE,£12.712 billion,£577 million,£612 million,,
355,https://www.splunk.com,Nasdaq,US$3.65 billion,US$−236 million,US$−278 million,US$6.34 billion,US$−111 million
356,https://informatica.com,NYSE,US$1.51 billion,US$25.6 million,US$−54 million,US$4.97 billion,US$2.05 billion
357,http://www.cintas.com,Nasdaq,US$7.09 billion,US$1.16 billion,US$876 million,US$7.67 billion,US$3.24 billion
359,http://lazard.com,NYSE,US$2.86 billion,US$517 million,US$358 million,US$5.85 billion,US$675 million
360,http://www.ppg.com,NYSE,US$17.652 billion,US$1.434 billion,US$1.026 billion,US$20.744 billion,US$6.592 billion
361,https://iocl.com,BSE,₹736.730 crore,₹33.053 crore,₹24.491 crore,₹410.624 crore,₹133.535 crore
362,https://www.stanleyblackanddecker.com,NYSE,US$15.617 billion,US$1.641 billion,US$1.689 billion,US$28.180 billion,US$11.592 billion
363,https://www.kkr.com,NYSE,US$5.721 billion,,US$−841 million,US$277.1 billion,US$17.73 billion
364,https://www.alstom.com,Euronext Paris,€15.47 billion,€373 million,€275 million,€30.52 billion,€9.02 billion
365,https://www.aubank.in/AU Small Finance Bank,BSE,₹3.817 crore,,₹1.171 crore,,₹6.275 crore
366,https://www.stanleyblackanddecker.com,NYSE,US$15.617 billion,US$1.641 billion,US$1.689 billion,US$28.180 billion,US$11.592 billion
367,https://renault.com,Euronext Paris,€46.21 billion,€1.40 billion,€0.97 billion,€113.74 billion,€27.89 billion
368,http://zee.com,BSE,₹8.310 crore,,,,
369,https://www.wmg.com,Nasdaq,US$5.919 billion,US$0.714 billion,US$0.555 billion,US$7.828 billion,US$0.168 billion
370,https://www.aberdeenstandard.com,LSE,£1.538 million,538 million,,,
